corrida,costo,H,es_factible,iteracion_mejor,tiempo
0,2015643,20,False,15240,8.813152000002447
1,3516423,35,False,15616,8.671056200008024
2,1216103,12,False,16456,8.750003199995263
3,1315333,13,False,15393,8.636694499989972
4,2515558,25,False,14320,8.798749200010207
5,1115713,11,False,16219,9.506138299999293
6,215533,2,False,15756,9.01528020000842
7,1315233,13,False,16680,8.809733999994933
8,1215433,12,False,12579,8.964496300002793
9,1215033,12,False,15429,10.310403900002711
10,2614203,26,False,20997,9.341667700005928
11,815143,8,False,16306,8.664424699993106
12,1015038,10,False,21527,8.697191100000055
13,1015958,10,False,14876,8.99016169999959
14,1714943,17,False,15928,8.943951100009144
15,815343,8,False,15978,8.705192199995508
16,815513,8,False,14167,8.678646099986508
17,16033,0,True,13938,8.976662899993244
18,1414843,14,False,13663,10.653693700005533
19,3317243,33,False,15848,10.007864100000006
20,1515713,15,False,15591,8.698585499994806
21,1715563,17,False,15781,8.922125700002653
22,815013,8,False,14026,8.833808800001862
23,2317028,23,False,19037,8.96058840000478
24,2014793,20,False,20960,11.596645600002375
25,3216243,32,False,15456,9.789177300001029
26,1216003,12,False,15748,8.846189699994284
27,2415863,24,False,14660,8.542267800003174
28,1116433,11,False,16431,8.58302520000143
29,1415863,14,False,15614,8.64643619999697
