corrida,costo,H,es_factible,iteracion_mejor,tiempo
0,4416853,44,False,1966,0.6383815000008326
1,3116663,31,False,1909,0.637183200000436
2,3615348,36,False,1965,0.6414536999945994
3,3315793,33,False,1897,0.6822214999992866
4,3515648,35,False,1875,0.5921847999998135
5,2514663,25,False,1961,0.6196415000013076
6,3715633,37,False,1963,0.5986678000044776
7,3314953,33,False,1915,0.5882486999907997
8,3715868,37,False,1974,0.6379952999996021
9,3714893,37,False,1756,0.6426528000010876
10,3616473,36,False,1870,0.6922703000018373
11,2515258,25,False,1666,0.6015653000067687
12,3815248,38,False,1949,0.595115000003716
13,3814848,38,False,1783,0.5999535000009928
14,2614938,26,False,1875,0.592244400002528
15,4115673,41,False,1968,0.6022002000099747
16,2715333,27,False,1968,0.6267441999953007
17,3914453,39,False,1867,0.6049691000080202
18,4716053,47,False,1938,0.589633399999002
19,4216288,42,False,1885,0.5996559999912279
20,5216103,52,False,1894,0.6025924999994459
21,3515453,35,False,1862,0.6186792000080459
22,2915628,29,False,1929,0.5979424999968614
23,3516153,35,False,1972,0.7031687999988208
24,4616518,46,False,1835,0.6037401000066893
25,4316098,43,False,1502,0.6325198999984423
26,4916873,49,False,1753,0.6520031999971252
27,3116063,31,False,1704,0.6025178999989294
28,3816283,38,False,1668,0.5977252999873599
29,3814903,38,False,1918,0.6350766999967163
