corrida,costo,H,es_factible,iteracion_mejor,tiempo
0,2015643,20,False,11803,7.829669099999592
1,1414943,14,False,17780,7.92588289998821
2,1216103,12,False,11966,7.7834240999945905
3,2015863,20,False,11833,7.9053782999981195
4,2215888,22,False,11488,7.831171700003324
5,1115713,11,False,14071,7.849053500001901
6,215533,2,False,11671,7.94427480000013
7,2115103,21,False,18279,7.913337499994668
8,1215433,12,False,12778,7.820075600000564
9,1215033,12,False,11430,7.896008699986851
10,2614733,26,False,11892,7.698511099995812
11,1415613,14,False,9913,7.884207100010826
12,1215543,12,False,10762,7.834912899998017
13,1015958,10,False,10731,8.128462900000159
14,1714823,17,False,12575,7.8779723000043305
15,1714843,17,False,10896,7.589014799988945
16,1415113,14,False,11150,8.297096900001634
17,315833,3,False,15101,7.739798399998108
18,1414843,14,False,10084,7.657959499993012
19,2215813,22,False,11697,7.67254580000008
20,1515713,15,False,11025,7.415663499996299
21,1715573,17,False,9589,7.3520719000080135
22,815013,8,False,10827,7.462094899994554
23,1315153,13,False,18661,7.549571099996683
24,1614423,16,False,12934,7.682774099987
25,3216243,32,False,17026,7.549201100002392
26,1616013,16,False,11702,7.441416799993021
27,2415863,24,False,10650,7.567972399992868
28,1316313,13,False,18710,7.5808398999943165
29,915093,9,False,14174,7.800872799998615
