corrida,costo,H,es_factible,iteracion_mejor,tiempo
0,2116133,21,False,10971,5.826396200005547
1,3915223,39,False,8540,4.895335799999884
2,1216103,12,False,10608,5.266528799998923
3,2015863,20,False,8094,4.785053600004176
4,2216198,22,False,9675,4.670917000010377
5,1115723,11,False,7166,4.495152699993923
6,215533,2,False,8845,4.604930100002093
7,2815413,28,False,10739,4.600523000000976
8,1615398,16,False,7901,4.5936332999990555
9,1215033,12,False,10804,4.45211919999565
10,2614233,26,False,10910,4.555931199996849
11,1116173,11,False,9622,4.4660610999999335
12,1415143,14,False,10779,4.430476599998656
13,1716128,17,False,11374,4.430541800000356
14,2315658,23,False,8231,4.487194000001182
15,2616323,26,False,7406,4.587609900001553
16,1415113,14,False,8271,4.620912200000021
17,815763,8,False,7681,4.9828067000053125
18,1414843,14,False,10753,6.439950600004522
19,2315813,23,False,10263,5.332755099996575
20,1515713,15,False,8441,5.353539899995667
21,1615803,16,False,9018,4.435424099996453
22,815013,8,False,7472,4.560867399995914
23,3316638,33,False,9839,4.4051617000077385
24,2214518,22,False,8784,4.282484099996509
25,3316233,33,False,10186,4.581953100001556
26,1816243,18,False,7581,4.718975100011448
27,1415573,14,False,8845,4.434987300002831
28,1816313,18,False,11070,4.343822599999839
29,1314473,13,False,11157,4.597918100000243
